x generation elapsed_ms log10_p sat one_minus_r2_train one_minus_r2_val one_minus_r2_third
44760 44760 1566092 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
44960 44960 1573243 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
45160 45160 1580223 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
45360 45360 1587393 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
45560 45560 1594506 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
45760 45760 1601582 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
45960 45960 1608626 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
46160 46160 1615625 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
46360 46360 1622686 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
46560 46560 1629728 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
46760 46760 1636932 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
46960 46960 1643961 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
47160 47160 1651007 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
47360 47360 1658097 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
47560 47560 1665072 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
47760 47760 1672075 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
47960 47960 1679135 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
48160 48160 1686212 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
48360 48360 1693153 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
48560 48560 1700183 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
48760 48760 1707145 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
48960 48960 1714152 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
49160 49160 1721199 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
49360 49360 1728285 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
49560 49560 1735382 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
49760 49760 1742526 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
49960 49960 1749618 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
50160 50160 1756654 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
50360 50360 1763699 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
50560 50560 1770787 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
50760 50760 1777827 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
50960 50960 1784890 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
51160 51160 1791926 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
51360 51360 1799003 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
51560 51560 1805999 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
51760 51760 1813077 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
51960 51960 1820261 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
52160 52160 1827255 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
52360 52360 1834119 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
52560 52560 1841027 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
52760 52760 1847862 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
52960 52960 1854666 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
53160 53160 1861648 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
53360 53360 1868685 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
53560 53560 1875640 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
53760 53760 1882581 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
53960 53960 1889536 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
54160 54160 1898033 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
54360 54360 1908540 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
54560 54560 1920065 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
54760 54760 1931558 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
54960 54960 1942607 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
55160 55160 1953441 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
55360 55360 1965051 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
55560 55560 1976201 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
55760 55760 1983873 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
55980 55980 1991974 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
56180 56180 1998976 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
56380 56380 2007286 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
56580 56580 2019238 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
56780 56780 2031085 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
56980 56980 2042761 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
57180 57180 2053804 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
57380 57380 2065035 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
57580 57580 2071908 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
57780 57780 2078879 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
57980 57980 2085853 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
58180 58180 2096515 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
58400 58400 2105723 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
58600 58600 2117352 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
58800 58800 2128946 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
59000 59000 2140959 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
59220 59220 2150616 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
59420 59420 2157272 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
59620 59620 2164326 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
59820 59820 2171593 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
59980 59980 2177290 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
